"x1","x2","x3","x4","x5","x6","x7","x8","x9"
0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001
0.001000999000999001,9.990009989927469e-8,-1.9115721122250564e-25,9.990009989927469e-8,0.001001008991008991,4.473634316184695e-21,-1.9115721122250564e-25,4.473634316184695e-21,0.002000000000002024
0.001000999001995013,9.990029900379811e-8,-2.4580397221541847e-26,9.990029900379811e-8,0.001001008992044795,3.278173785950658e-22,-2.4580397221541847e-26,3.278173785950658e-22,0.003000000000001171
0.0010009990019950142,9.990029900269358e-8,-1.5365854773501138e-23,9.990029900269358e-8,0.0010010089920447927,3.336070959294267e-19,-1.5365854773501138e-23,3.336070959294267e-19,0.003999999999999608
0.001000999001995014,9.990029900270035e-8,1.019564897889359e-23,9.990029900270035e-8,0.001001008992044792,-3.09030875393549e-19,1.019564897889359e-23,-3.09030875393549e-19,0.004999999999999988
0.0010009990019950138,9.990029900269697e-8,-3.171258455659504e-24,9.990029900269697e-8,0.0010010089920447925,1.213199924349559e-19,-3.171258455659504e-24,1.213199924349559e-19,0.005999999999999403
0.0010009990019950138,9.990029900476373e-8,-1.197894801677089e-24,9.990029900476373e-8,0.0010010089920447975,4.8724987011978056e-20,-1.197894801677089e-24,4.8724987011978056e-20,0.006999999999998091
0.0010009990019950138,9.990029900272407e-8,2.2568363670659813e-24,9.990029900272407e-8,0.0010010089920447927,-1.2679733691425825e-19,2.2568363670659813e-24,-1.2679733691425825e-19,0.007999999999998937
0.0010009990019950138,9.990029900275118e-8,1.401619027728307e-23,9.990029900275118e-8,0.0010010089920447934,-1.271010930808775e-19,1.401619027728307e-23,-1.271010930808775e-19,0.008999999999993218
0.0010009990019950138,9.990029900474001e-8,-1.0977700882135106e-23,9.990029900474001e-8,0.0010010089920447973,8.395899462674925e-19,-1.0977700882135106e-23,8.395899462674925e-19,0.009999999999993892
0.001000999001995014,9.990029900306288e-8,-3.066399131165594e-23,9.990029900306288e-8,0.0010010089920447925,-2.6179294710038233e-19,-3.066399131165594e-23,-2.6179294710038233e-19,0.01099999999999544
0.001000999001995014,9.990029900099274e-8,-1.3195004241392788e-23,9.990029900099274e-8,0.0010010089920447958,-5.331383853487712e-20,-1.3195004241392788e-23,-5.331383853487712e-20,0.012000000000002113
0.001000999001995015,9.990029900502461e-8,1.5458567609394824e-23,9.990029900502461e-8,0.001001008992044796,-1.1784311275158971e-19,1.5458567609394824e-23,-1.1784311275158971e-19,0.01299999999999843
0.0010009990019950138,9.990029900496701e-8,-1.453952045786434e-26,9.990029900496701e-8,0.001001008992044797,1.6691040117139462e-21,-1.453952045786434e-26,1.6691040117139462e-21,0.01399999999999971
0.0010009990019950142,9.990029900093853e-8,-3.1596676558698094e-23,9.990029900093853e-8,0.0010010089920447962,3.939501574957471e-18,-3.1596676558698094e-23,3.939501574957471e-18,0.0150000000000036
0.0010009990019950138,9.990029900093853e-8,5.521920242955943e-25,9.990029900093853e-8,0.0010010089920447977,-7.417153200879171e-20,5.521920242955943e-25,-7.417153200879171e-20,0.01600000000000238
0.001000999001995014,9.990029900488909e-8,1.4726212352330519e-24,9.990029900488909e-8,0.0010010089920447973,-2.1223558904157463e-19,1.4726212352330519e-24,-2.1223558904157463e-19,0.016999999999999953
0.0010009990019950142,9.99002990009182e-8,-5.206538386489932e-24,9.99002990009182e-8,0.0010010089920447882,1.9359781243045615e-21,-5.206538386489932e-24,1.9359781243045615e-21,0.01800000000000338
0.0010009990019950142,9.990029900504833e-8,1.8817864620131296e-23,9.990029900504833e-8,0.0010010089920447982,2.072956510124128e-19,1.8817864620131296e-23,2.072956510124128e-19,0.01900000000001054
0.001000999001995014,9.990029900497379e-8,2.443464290008774e-24,9.990029900497379e-8,0.0010010089920447977,1.1517790416926472e-19,2.443464290008774e-24,1.1517790416926472e-19,0.020000000000017584
0.0010009990019950136,9.990029900487215e-8,1.5557627336893263e-23,9.990029900487215e-8,0.0010010089920447977,1.3206062482880035e-19,1.5557627336893263e-23,1.3206062482880035e-19,0.021000000000015746
0.0010009990019950138,9.990029900076234e-8,-3.004754586196494e-24,9.990029900076234e-8,0.0010010089920447958,1.1571995365043914e-19,-3.004754586196494e-24,1.1571995365043914e-19,0.02200000000000997
0.0010009990019950138,9.990029900104695e-8,-9.690570160879995e-24,9.990029900104695e-8,0.0010010089920447973,-1.431383144448399e-19,-9.690570160879995e-24,-1.431383144448399e-19,0.023000000000019054
0.0010009990019950142,9.990029900493991e-8,-4.829777867724664e-24,9.990029900493991e-8,0.0010010089920447969,4.472411625301296e-20,-4.829777867724664e-24,4.472411625301296e-20,0.02400000000001084
0.0010009990019950138,9.990029900499751e-8,3.0112609518372456e-24,9.990029900499751e-8,0.0010010089920448003,1.022953474657537e-19,3.0112609518372456e-24,1.022953474657537e-19,0.02500000000001222
0.0010009990019950142,9.990029900499751e-8,-1.516160142956357e-23,9.990029900499751e-8,0.0010010089920447973,3.528866928595471e-18,-1.516160142956357e-23,3.528866928595471e-18,0.02600000000001006
0.0010009990019950138,9.990029900094191e-8,-4.3065860916417303e-23,9.990029900094191e-8,0.001001008992044796,7.967239852453201e-20,-4.3065860916417303e-23,7.967239852453201e-20,0.02700000000000373
0.0010009990019950138,9.990029900096902e-8,-7.223443639430193e-25,9.990029900096902e-8,0.0010010089920447886,1.8261409866877924e-19,-7.223443639430193e-25,1.8261409866877924e-19,0.02799999999999647
0.0010009990019950138,9.990029900084366e-8,2.881018984350258e-24,9.990029900084366e-8,0.0010010089920447973,-7.471595300154686e-20,2.881018984350258e-24,-7.471595300154686e-20,0.028999999999995744
0.0010009990019950138,9.990029900072846e-8,3.95911172734831e-24,9.990029900072846e-8,0.0010010089920447914,-4.282296392087442e-19,3.95911172734831e-24,-4.282296392087442e-19,0.029999999999999447
0.0010009990019950138,9.990029900073524e-8,-4.713002695161103e-23,9.990029900073524e-8,0.001001008992044789,-5.940587210842385e-19,-4.713002695161103e-23,-5.940587210842385e-19,0.030999999999996693
0.0010009990019950138,9.990029900484165e-8,-1.0644291226163623e-23,9.990029900484165e-8,0.0010010089920447973,4.131850679404151e-20,-1.0644291226163623e-23,4.131850679404151e-20,0.03199999999999407
0.0010009990019950138,9.990029900071152e-8,1.454594224161496e-23,9.990029900071152e-8,0.001001008992044799,-3.115262988899419e-19,1.454594224161496e-23,-3.115262988899419e-19,0.032999999999995804
0.0010009990019950138,9.990029899667626e-8,-1.3250286084271525e-23,9.990029899667626e-8,0.0010010089920448008,2.749771626095194e-19,-1.3250286084271525e-23,2.749771626095194e-19,0.03399999999998857
0.0010009990019950138,9.990029900483827e-8,2.711841230619626e-23,9.990029900483827e-8,0.0010010089920447966,1.1930739344664736e-19,2.711841230619626e-23,1.1930739344664736e-19,0.03499999999999546
0.0010009990019950138,9.990029899673385e-8,-3.063511004549544e-23,9.990029899673385e-8,0.0010010089920447804,4.145887053777969e-19,-3.063511004549544e-23,4.145887053777969e-19,0.035999999999990345
0.0010009990019950138,9.990029900478744e-8,-4.44765276346921e-27,9.990029900478744e-8,0.0010010089920447973,1.5225974469109724e-21,-4.44765276346921e-27,1.5225974469109724e-21,0.03699999999999989
0.0010009990019950138,9.990029900467564e-8,9.19268003697716e-24,9.990029900467564e-8,0.0010010089920447973,-3.2369003133961214e-18,9.19268003697716e-24,-3.2369003133961214e-18,0.03799999999998958
0.0010009990019950136,9.990029900487215e-8,1.6951721094965973e-23,9.990029900487215e-8,0.001001008992044801,3.620125163672657e-19,1.6951721094965973e-23,3.620125163672657e-19,0.038999999999987066
0.0010009990019950142,9.990029899664915e-8,1.7546672194369357e-23,9.990029899664915e-8,0.0010010089920447947,-4.780663568191611e-22,1.7546672194369357e-23,-4.780663568191611e-22,0.03999999999999056
0.0010009990019950138,9.990029900473662e-8,-1.3690891152779871e-25,9.990029900473662e-8,0.0010010089920448025,5.2322933569209417e-20,-1.3690891152779871e-25,5.2322933569209417e-20,0.04099999999998176
0.0010009990019950138,9.990029900484504e-8,2.9518414591805667e-24,9.990029900484504e-8,0.0010010089920447973,-2.929608913436485e-20,2.9518414591805667e-24,-2.929608913436485e-20,0.04199999999998513
0.0010009990019950138,9.990029900478406e-8,-1.813435751340409e-23,9.990029900478406e-8,0.0010010089920447995,-2.972533250181497e-19,-1.813435751340409e-23,-2.972533250181497e-19,0.04299999999999487
0.0010009990019950138,9.990029900479083e-8,-4.0057719893488835e-25,9.990029900479083e-8,0.0010010089920447969,1.6507230545396566e-19,-4.0057719893488835e-25,1.6507230545396566e-19,0.04400000000000405
0.0010009990019950138,9.990029899664915e-8,3.769078706562936e-26,9.990029899664915e-8,0.001001008992044795,-1.590777068289547e-20,3.769078706562936e-26,-1.590777068289547e-20,0.045000000000008464
0.0010009990019950136,9.990029900481794e-8,-1.0632468468377227e-23,9.990029900481794e-8,0.0010010089920447973,-5.170148234867675e-20,-1.0632468468377227e-23,-5.170148234867675e-20,0.04600000000002183
0.0010009990019950138,9.990029900484165e-8,1.0363407855078859e-24,9.990029900484165e-8,0.0010010089920447973,-5.167978300943148e-20,1.0363407855078859e-24,-5.167978300943148e-20,0.04700000000001668
0.0010009990019950138,9.990029900484165e-8,-3.0904407837336543e-24,9.990029900484165e-8,0.001001008992044799,-1.730688337831148e-19,-3.0904407837336543e-24,-1.730688337831148e-19,0.04800000000002567
0.0010009990019950142,9.990029899670336e-8,6.019021709221957e-25,9.990029899670336e-8,0.0010010089920447964,6.991336875695852e-20,6.019021709221957e-25,6.991336875695852e-20,0.04900000000002181
0.0010009990019950138,9.990029900479083e-8,1.5432456470197174e-24,9.990029900479083e-8,0.0010010089920447999,-7.283390621078544e-19,1.5432456470197174e-24,-7.283390621078544e-19,0.05000000000001404
0.0010009990019950142,9.990029900470613e-8,2.314034737949229e-24,9.990029900470613e-8,0.0010010089920447975,-1.115213600901257e-18,2.314034737949229e-24,-1.115213600901257e-18,0.05100000000000061
